student_id,name,gender,class,subject,marks,attendance_percentage,study_hours
1224,Danish Yousaf,Male,10-A,Mathematics,73.3,87.7,5.2
1065,Hira Mirza,Female,11-A,History,67.1,71.3,4.3
1133,Usman Shah,Male,10-B,History,65.8,83.6,1.4
1002,Zainab Yousaf,Female,12-A,Science,62.5,72.4,
1173,Kinza Sheikh,Male,11-A,Mathematics,85.3,77.6,5.3
1231,Ali Ahmed,Male,10-B,History,85.3,85.7,4.7
1215,Kinza Abbasi,Female,9-B,History,55.1,78.7,3.3
1129,Faizan Rana,Female,10-A,Computer Science,37.4,57.6,0.1
1061,Faizan Chaudhry,Female,11-B,History,,75.1,1.3
1263,Rehan Butt,Male,12-A,Mathematics,43.8,59.5,1.2
1044,Iqra Malik,Male,9-A,Science,65.2,76.0,3.2
1218,Imran Malik,Female,12-A,Science,45.1,64.7,0.0
1080,Zainab Malik,Male,12-B,Mathematics,49.7,72.6,3.6
1184,Iqra Hussain,Male,12-A,Computer Science,67.9,83.4,2.1
1071,Zara Abbasi,Male,11-A,Mathematics,54.2,73.8,0.3
1281,Sana Baig,Female,10-B,History,65.8,71.5,0.5
1235,Warda Awan,Male,10-B,History,66.6,75.9,4.9
1041,Laiba Yousaf,Male,11-A,English,66.0,75.7,4.5
1206,Laiba Khan,Female,10-A,History,88.8,83.5,2.9
1077,Rabia Malik,Male,12-A,History,73.8,61.3,4.7
1113,Maria Abbasi,Female,12-A,Science,95.4,90.8,5.3
1063,Sana Chaudhry,Male,11-B,Mathematics,47.5,80.1,3.3
1196,Kinza Javed,Female,9-B,History,54.7,70.0,3.0
1251,Zainab Abbasi,Male,12-B,English,79.6,77.7,2.2
1081,Ali Malik,Female,12-B,Computer Science,44.9,70.5,3.1
1108,Maria Ahmed,Female,12-A,Science,66.9,86.5,2.9
1002,Zainab Yousaf,Female,12-A,History,62.7,72.4,1.6
1250,Bilal Qureshi,Female,12-A,English,55.0,63.9,0.9
1049,Javeria Javed,Male,9-B,Science,48.7,67.3,2.2
1264,Bilal Yousaf,Female,12-A,Computer Science,44.6,59.9,1.6
1179,Komal Malik,Male,10-A,Science,,72.6,2.7
1247,Ali Shah,Female,9-A,Computer Science,41.3,53.1,0.0
1240,Bushra Iqbal,Male,11-A,Computer Science,49.2,69.6,0.3
1042,Kamran Malik,Male,11-B,Mathematics,35.9,58.3,0.0
1165,Asad Yousaf,Male,10-B,Computer Science,70.0,75.5,2.6
1198,Faizan Malik,Male,9-B,Mathematics,55.9,75.5,3.6
1112,Saad Ahmed,Female,10-A,History,71.6,84.6,4.4
1185,Rabia Malik,Male,12-B,English,49.1,65.2,0.0
1056,Nida Rana,Female,12-A,Mathematics,75.2,76.9,5.9
1230,Ali Malik,Male,12-A,Mathematics,45.3,66.3,1.0
1117,Arham Khan,Male,10-A,Computer Science,47.5,,0.1
1215,Kinza Abbasi,Female,9-B,Mathematics,52.0,78.7,3.3
1105,Bushra Chaudhry,Female,11-B,Mathematics,58.3,79.1,3.3
1289,Maria Javed,Male,11-A,Mathematics,63.1,86.5,3.7
1107,Hira Mirza,Female,12-B,Computer Science,74.5,81.9,2.2
1013,Sana Awan,Female,10-B,English,46.1,59.5,1.0
1276,Rimsha Butt,Female,11-A,Mathematics,63.8,68.5,2.0
1136,Maria Rana,Male,9-B,Mathematics,41.6,65.0,0.3
1064,Junaid Abbasi,Female,10-A,Mathematics,67.6,89.0,4.1
1197,Bushra Khan,Female,12-B,English,65.1,68.5,3.8
1294,Saad Ahmed,Female,12-B,English,90.5,85.3,4.3
1259,Rehan Shah,Female,10-B,Computer Science,67.7,74.2,3.5
1108,Maria Ahmed,Female,12-A,Mathematics,66.2,86.5,2.9
1232,Hira Farooq,Female,12-A,English,,74.8,2.8
1253,Ali Qureshi,Female,10-A,History,48.2,77.0,2.4
1174,Mahnoor Shah,Female,10-B,Science,75.3,82.5,4.5
1196,Kinza Javed,Female,9-B,Science,70.5,70.0,3.0
1151,Hassan Khan,Male,9-A,Computer Science,32.0,63.0,1.5
1119,Kamran Yousaf,Female,12-A,History,56.0,70.7,4.0
1031,Noman Mirza,Male,12-B,Computer Science,60.4,67.5,0.8
1153,Tariq Butt,Female,12-A,History,60.3,67.9,1.5
1158,Danish Rana,Male,11-A,Computer Science,60.3,76.3,1.7
1191,Eman Butt,Male,11-A,History,53.9,65.3,2.6
1239,Kamran Hussain,Male,12-A,English,42.0,57.6,1.1
1038,Maria Awan,Male,10-A,History,76.9,87.6,3.8
1038,Maria Awan,Male,10-A,Computer Science,69.0,87.6,3.8
1211,Zainab Hussain,Female,12-B,Science,82.2,79.5,
1115,Warda Shah,Female,11-B,Computer Science,60.6,74.3,2.9
1248,Rabia Malik,Male,12-A,History,75.8,82.4,3.4
1214,Rimsha Yousaf,Male,11-B,Computer Science,73.2,74.0,5.7
1049,Javeria Javed,Male,9-B,English,58.8,67.3,
1269,Mahnoor Butt,Female,11-B,Computer Science,64.8,65.4,3.2
1269,Mahnoor Butt,Female,11-B,English,71.5,65.4,3.2
1277,Faizan Hussain,Female,9-A,English,37.9,66.3,0.3
1289,Maria Javed,Male,11-A,English,66.3,86.5,3.7
1071,Zara Abbasi,Male,11-A,Science,51.4,,0.3
1009,Rimsha Hussain,Male,12-A,Science,26.1,68.9,0.7
1251,Zainab Abbasi,Male,12-B,Mathematics,52.3,77.7,2.2
1206,Laiba Khan,Female,10-A,Computer Science,79.3,83.5,2.9
1257,Shahzaib Chaudhry,Female,9-B,Mathematics,,71.1,2.3
1153,Tariq Butt,Female,12-A,Computer Science,56.1,67.9,1.5
1020,Farah Siddiqui,Female,10-A,Computer Science,44.4,55.5,0.0
1058,Danish Ahmed,Male,12-B,Science,32.0,66.6,1.3
1170,Zainab Javed,Female,11-A,Mathematics,46.4,63.7,0.6
1202,Bushra Awan,Male,10-A,English,99.8,97.6,6.5
1243,Tariq Ahmed, male ,9-B,History,88.4,83.3,4.4
1242,Faizan Butt,Female,12-B,English,88.1,93.3,
1113,Maria Abbasi,Female,12-A,History,89.4,90.8,5.3
1097,Mahnoor Baig,Female,11-B,Computer Science,63.1,80.2,2.8
1220,Kamran Yousaf,Female,9-A,History,74.3,76.4,2.9
1042,Kamran Malik,Male,11-B,History,36.4,58.3,0.0
1017,Warda Awan,Male,10-B,History,63.9,74.7,3.2
1226,Rimsha Hussain,Male,10-A,English,84.4,85.3,3.6
1051,Zainab Raza,Male,9-B,Mathematics,54.3,77.2,5.1
1249,Eman Yousaf,Male,9-A,English,62.4,83.6,3.0
1016,Junaid Iqbal,Female,10-A,Science,67.7,78.0,4.1
1046,Usman Khan,Female,11-A,History,75.8,69.9,3.3
1276,Rimsha Butt,Female,11-A,English,60.6,68.5,2.0
1246,Zainab Chaudhry,Male,10-A,Science,77.3,79.2,3.9
1123,Ayesha Javed,Female,9-A,English,60.9,66.2,2.8
1217,Arham Butt,Male,9-A,English,66.4,69.2,3.3
1115,Warda Shah,Female,11-B,Science,46.4,74.3,2.9
1269,Mahnoor Butt,Female,11-B,Science,63.9,65.4,3.2
1128,Farah Rana,Female,11-B,Computer Science,58.9,52.2,3.6
1223,Ahmed Yousaf,Male,12-B,History,73.8,83.9,3.5
1135,Sana Hussain,Female,12-B,Computer Science,65.7,,2.6
1088,Bilal Baig,Female,12-B,Computer Science,34.0,66.3,0.0
1084,Fatima Ahmed,Female,11-A,Computer Science,36.0,55.7,0.0
1223,Ahmed Yousaf,Male,12-B,Computer Science,56.5,83.9,3.5
1167,Fatima Awan,Male,9-B,History,54.6,63.0,3.2
1150,Saad Khan,Male,9-B,Science,70.2,78.2,4.3
1271,Usman Sheikh,Male,9-A,Mathematics,68.2,83.6,4.6
1139,Mahnoor Javed,Female,10-B,Computer Science,76.9,87.5,3.2
1041,Laiba Yousaf,Male,11-A,Mathematics,52.3,75.7,4.5
1070,Ahmed Qureshi,Male,10-B,Computer Science,69.9,77.9,3.9
1176,Nida Raza,Male,9-A,English,67.7,75.0,2.1
1296,Tariq Siddiqui,Male,12-A,Mathematics,57.6,86.4,3.5
1181,Rabia Malik,Female,10-A,Computer Science,58.0,56.5,0.4
1209,Zainab Baig,Female,12-B,History,23.9,57.8,0.2
1252,Tariq Malik,Female,10-A,English,79.7,89.3,5.3
1129,Faizan Rana,Female,10-A,Mathematics,36.5,57.6,0.1
1072,Asad Ahmed,Male,11-B,Mathematics,75.2,78.3,5.1
1139,Mahnoor Javed,Female,10-B,English,74.5,87.5,3.2
1099,Hassan Baig,Female,12-B,History,86.6,79.3,3.6
1037,Iqra Rana,Male,12-B,Mathematics,83.4,85.1,3.6
1049,Javeria Javed,Male,9-B,Computer Science,69.3,67.3,2.2
1165,Asad Yousaf,Male,10-B,Science,58.1,75.5,2.6
1055,Sana Qureshi,Female,11-B,Computer Science,76.4,78.4,3.3
1079,Shahzaib Abbasi,Male,10-B,English,71.1,81.7,3.9
1045,Eman Abbasi,Female,11-B,Mathematics,69.9,84.8,3.9
1047,Nida Hussain,Male,12-B,Computer Science,83.8,84.9,5.1
1007,Owais Baig,Male,12-B,Computer Science,48.0,66.0,
1018,Danish Ahmed,Female,11-B,Mathematics,62.9,76.1,3.6
1032,Rehan Awan,Male,10-A,Science,56.5,87.9,3.5
1246,Zainab Chaudhry,Male,10-A,History,80.6,79.2,3.9
1272,Rabia Yousaf,Male,9-A,English,80.7,96.5,3.6
1224,Danish Yousaf,Male,10-A,History,71.6,87.7,5.2
1073,Nida Sheikh,Female,12-B,History,57.8,78.5,2.3
1167,Fatima Awan,Male,9-B,Science,52.2,63.0,3.2
1077,Rabia Malik,Male,12-A,Mathematics,65.2,61.3,4.7
1276,Rimsha Butt,Female,11-A,History,56.4,68.5,2.0
1268,Nida Rana,Male,9-A,History,79.3,69.1,4.9
1102,Ayesha Baig,Female,9-A,Computer Science,30.6,50.1,2.0
1014,Arham Qureshi,Male,11-A,English,72.1,79.3,3.5
1271,Usman Sheikh,Male,9-A,History,73.6,83.6,4.6
1179,Komal Malik,Male,10-A,Computer Science,60.3,72.6,2.7
1163,Fatima Raza,Female,12-A,English,73.4,70.2,1.8
1161,Rabia Farooq,Male,11-A,Science,57.0,69.3,1.3
1127,Sana Khan,Female,11-A,Science,56.9,72.9,1.6
1095,Fatima Hussain,Female,9-B,Science,33.9,51.7,0.0
1186,Saad Butt,Female,10-B,Science,74.9,75.7,4.9
1079,Shahzaib Abbasi,Male,10-B,History,66.0,,3.9
1276,Rimsha Butt,Female,11-A,Computer Science,51.5,,2.0
1184,Iqra Hussain,Male,12-A,Science,,83.4,2.1
1070,Ahmed Qureshi,Male,10-B,English,84.4,77.9,3.9
1166,Noman Farooq,Male,10-B,Mathematics,47.9,71.8,1.7
1066,Ali Raza,Female,11-B,Computer Science,73.2,80.5,3.7
1027,Faizan Butt,Male,12-B,Computer Science,56.3,63.6,3.3
1227,Hira Rana,Male,9-B,English,65.0,82.4,2.7
1002,Zainab Yousaf,Female,12-A,Computer Science,60.6,72.4,1.6
1250,Bilal Qureshi,Female,12-A,History,68.1,63.9,0.9
1173,Kinza Sheikh,Male,11-A,History,79.6,77.6,5.3
1003,Zara Chaudhry,Male,12-B,Mathematics,59.8,82.3,3.6
1132,Danish Qureshi,Male,12-B,Computer Science,55.7,54.4,1.5
1199,Kinza Sheikh,Male,11-B,English,81.6,81.4,2.7
1187,Eman Rana,Female,12-A,Mathematics,45.3,70.5,3.4
1209,Zainab Baig,Female,12-B,Computer Science,48.7,57.8,0.2
1057,Kinza Qureshi, female ,10-B,Computer Science,50.0,62.2,3.4
1141,Laiba Malik,Male,11-B,English,48.7,73.5,2.2
1075,Nida Chaudhry,Male,11-B,Mathematics,45.9,64.1,2.3
1242,Faizan Butt,Female,12-B,History,97.8,93.3,4.7
1120,Hassan Hussain,Female,11-A,History,999.0,86.6,1.8
1026,Hamza Abbasi,Male,10-A,Mathematics,73.6,86.6,2.0
1082,Farah Rana,Female,9-A,English,59.8,68.3,
1289,Maria Javed,Male,11-A,Science,71.7,86.5,3.7
1257,Shahzaib Chaudhry,Female,9-B,Science,45.1,71.1,2.3
1188,Maria Raza,Male,9-B,Mathematics,56.9,68.8,1.2
1109,Laiba Butt,Male,12-B,Science,64.2,69.2,4.4
1028,Kamran Khan,Male,12-B,Computer Science,48.9,68.8,2.7
1053,Owais Malik,Female,12-B,Mathematics,63.7,76.2,3.4
1095,Fatima Hussain,Female,9-B,History,31.6,51.7,0.0
1034,Zainab Chaudhry,Male,12-A,Mathematics,74.8,76.3,5.2
1046,Usman Khan,Female,11-A,Science,61.5,69.9,3.3
1255,Shahzaib Qureshi,Male,10-B,Science,62.1,73.1,2.6
1039,Ahmed Shah,Female,9-B,Science,76.0,98.5,4.9
1062,Fatima Hussain,Female,9-B,Science,49.1,67.9,0.6
1130,Zainab Rana,Female,9-B,English,69.1,82.8,2.0
1231,Ali Ahmed,Male,10-B,English,85.8,85.7,4.7
1265,Mahnoor Chaudhry,Male,9-A,Computer Science,68.7,84.4,3.5
1097,Mahnoor Baig,Female,11-B,English,68.3,80.2,2.8
1244,Ali Raza,Female,9-A,History,-5.0,61.5,1.8
1220,Kamran Yousaf,Female,9-A,English,59.7,76.4,2.9
1227,Hira Rana,Male,9-B,Mathematics,50.6,82.4,2.7
1065,Hira Mirza,Female,11-A,Mathematics,,71.3,4.3
1005,Fatima Javed,Female,10-A,History,85.3,83.9,4.1
1260,Saad Khan,Female,11-B,Computer Science,67.0,76.6,4.9
1004,Tariq Raza,Male,11-A,English,47.1,72.6,1.7
1126,Omar Mirza,Male,9-A,History,53.0,78.8,1.7
1087,Bilal Rana,Male,9-B,Mathematics,32.9,57.8,0.6
1296,Tariq Siddiqui,Male,12-A,English,72.5,86.4,3.5
1255,Shahzaib Qureshi,Male,10-B,History,69.7,73.1,2.6
1268,Nida Rana,Male,9-A,Mathematics,64.3,69.1,4.9
1289,Maria Javed,Male,11-A,History,69.7,86.5,3.7
1273,Noman Hussain,Male,10-B,Computer Science,64.3,75.4,2.3
1042,Kamran Malik,Male,11-B,English,,58.3,0.0
1048,Sana Abbasi,Female,12-A,English,67.8,84.8,
1182,Nida Siddiqui,Male,11-A,Science,45.2,72.0,2.1
1070,Ahmed Qureshi,Male,10-B,Mathematics,71.2,77.9,3.9
1206,Laiba Khan,Female,10-A,Science,89.1,83.5,2.9
1171,Junaid Javed,Female,9-A,History,87.7,97.4,4.5
1069,Bilal Iqbal,Female,11-A,Mathematics,40.1,71.5,3.5
1126,Omar Mirza,Male,9-A,Computer Science,59.0,78.8,1.7
1092,Zainab Awan,Male,11-B,English,75.6,86.2,4.3
1036,Zainab Khan,Male,10-B,Mathematics,36.3,65.8,3.2
1110,Hamza Abbasi,Female,11-A,Computer Science,28.5,51.1,0.0
1061,Faizan Chaudhry,Female,11-B,Mathematics,65.9,75.1,1.3
1092,Zainab Awan,Male,11-B,Computer Science,76.1,86.2,4.3
1260,Saad Khan,Female,11-B,Science,74.9,76.6,4.9
1130,Zainab Rana,Female,9-B,Computer Science,78.2,82.8,2.0
1140,Javeria Mirza,Female,12-B,Mathematics,56.9,68.6,3.4
1163,Fatima Raza,Female,12-A,Mathematics,61.2,70.2,1.8
1260,Saad Khan,Female,11-B,English,72.8,76.6,4.9
1257,Shahzaib Chaudhry,Female,9-B,English,57.7,71.1,2.3
1141,Laiba Malik,Male,11-B,Science,58.4,73.5,2.2
1278,Zara Iqbal,Male,12-B,Mathematics,74.6,93.1,5.9
1093,Farah Hussain,Female,10-B,History,81.4,92.0,5.9
1212,Iqra Rana,Male,10-A,Mathematics,82.9,87.0,4.4
1066,Ali Raza,Female,11-B,Science,66.8,,3.7
1256,Shahzaib Sheikh,Male,10-B,Computer Science,98.9,86.0,6.5
1224,Danish Yousaf,Male,10-A,Computer Science,91.3,87.7,5.2
1198,Faizan Malik,Male,9-B,English,77.6,75.5,3.6
1251,Zainab Abbasi,Male,12-B,Science,53.4,77.7,2.2
1012,Kamran Javed,Female,10-B,Computer Science,71.4,68.2,4.0
1003,Zara Chaudhry,Male,12-B,History,62.6,82.3,3.6
1022,Javeria Baig,Female,10-B,Mathematics,45.0,67.7,2.3
1172,Hira Yousaf,Female,10-B,History,99.2,88.5,5.4
1201,Warda Mirza,Female,9-A,Computer Science,45.0,65.8,
1162,Eman Iqbal,Male,11-B,English,61.4,60.0,1.9
1195,Arham Ahmed,Female,10-A,English,67.1,84.6,2.4
1207,Bushra Raza,Female,11-B,English,69.2,73.8,2.7
1121,Fatima Iqbal,Female,11-B,History,42.5,54.1,0.3
1065,Hira Mirza,Female,11-A,English,68.8,71.3,4.3
1203,Omar Hussain,Female,11-A,Science,69.4,81.9,4.2
1089,Ahmed Khan,Male,12-B,Science,43.9,65.9,0.0
1294,Saad Ahmed,Female,12-B,Science,93.8,85.3,4.3
1148,Mahnoor Raza,Female,10-B,English,56.3,76.4,2.1
1111,Iqra Mirza,Female,11-B,Computer Science,63.7,72.0,
1052,Komal Ahmed,Male,11-A,Science,57.3,88.1,2.3
1113,Maria Abbasi,Female,12-A,Mathematics,,90.8,5.3
1142,Eman Khan,Female,12-B,Mathematics,44.6,63.7,0.0
1284,Kamran Yousaf,Female,9-B,Mathematics,46.8,77.0,1.1
1178,Eman Khan,Male,10-B,History,66.1,81.2,1.7
1015,Warda Raza,Male,10-B,English,42.5,58.0,0.2
1052,Komal Ahmed,Male,11-A,English,70.5,88.1,2.3
1202,Bushra Awan,Male,10-A,Mathematics,86.1,97.6,6.5
1001,Bilal Javed,Female,10-B,English,75.0,86.6,1.6
1276,Rimsha Butt,Female,11-A,Science,54.3,68.5,2.0
1235,Warda Awan,Male,10-B,Science,55.1,75.9,4.9
1137,Warda Baig,Male,11-A,History,71.2,72.9,1.8
1074,Zainab Sheikh,Male,9-B,English,63.6,84.1,2.2
1227,Hira Rana,Male,9-B,Computer Science,54.2,82.4,2.7
1298,Noman Farooq,Male,11-B,Science,49.8,55.6,0.0
1096,Kamran Hussain,Male,10-B,Computer Science,77.6,78.1,4.9
1200,Ayesha Abbasi,Female,12-B,Science,29.4,64.1,1.9
1137,Warda Baig,Male,11-A,English,76.9,72.9,1.8
1210,Ayesha Sheikh,Female,12-B,English,69.0,73.6,3.8
1118,Hassan Siddiqui,Female,10-B,Mathematics,50.7,75.2,0.0
1024,Tariq Rana,Male,12-A,English,62.4,72.2,2.3
1212,Iqra Rana,Male,10-A,English,71.3,87.0,4.4
1002,Zainab Yousaf,Female,12-A,Mathematics,48.7,72.4,1.6
1282,Hamza Chaudhry,Male,9-A,English,51.6,68.3,0.5
1216,Tariq Qureshi,Male,10-B,Science,71.2,83.9,6.2
1283,Hamza Shah,Female,11-A,History,50.1,73.4,0.0
1194,Hassan Baig,Male,10-B,History,76.1,81.5,2.2
1141,Laiba Malik,Male,11-B,History,53.8,73.5,2.2
1090,Bushra Butt,Male,12-B,Mathematics,43.3,72.3,1.9
1028,Kamran Khan,Male,12-B,Science,71.7,68.8,2.7
1003,Zara Chaudhry,Male,12-B,Science,65.9,82.3,3.6
1213,Hassan Sheikh,Female,9-B,Mathematics,54.9,74.0,1.2
1067,Saad Baig,Female,9-A,English,45.6,62.0,0.0
1121,Fatima Iqbal,Female,11-B,Computer Science,47.6,54.1,0.3
1114,Laiba Qureshi,Male,12-A,History,49.2,59.7,1.3
1217,Arham Butt,Male,9-A,History,67.8,69.2,3.3
1205,Javeria Malik,Female,9-A,Computer Science,85.6,78.1,4.8
1291,Asad Shah,Female,9-B,History,61.4,58.2,2.2
1011,Iqra Butt,Female,9-A,Computer Science,80.8,81.1,1.6
1177,Usman Raza,Female,9-B,Mathematics,65.6,68.2,
1047,Nida Hussain,Male,12-B,History,91.1,84.9,5.1
1017,Warda Awan,Male,10-B,Computer Science,64.4,74.7,3.2
1129,Faizan Rana,Female,10-A,Science,35.0,57.6,0.1
1272,Rabia Yousaf,Male,9-A,History,86.5,96.5,3.6
1013,Sana Awan,Female,10-B,Computer Science,52.0,59.5,1.0
1247,Ali Shah,Female,9-A,Mathematics,37.0,53.1,0.0
1038,Maria Awan,Male,10-A,English,105.0,87.6,3.8
1164,Zainab Chaudhry, female ,11-B,Science,99.7,91.9,4.5
1031,Noman Mirza,Male,12-B,Science,49.6,67.5,0.8
1232,Hira Farooq,Female,12-A,History,88.4,74.8,2.8
1204,Maria Hussain,Male,11-B,Science,53.2,66.7,2.8
1078,Ali Awan,Female,9-A,History,78.1,75.9,3.2
1028,Kamran Khan,Male,12-B,English,43.8,68.8,2.7
1035,Kinza Iqbal,Female,11-A,English,71.8,70.7,3.5
1159,Ayesha Butt,Female,11-A,Mathematics,45.3,64.3,1.2
1107,Hira Mirza,Female,12-B,Mathematics,49.5,81.9,2.2
1166,Noman Farooq,Male,10-B,English,58.5,71.8,1.7
1092,Zainab Awan,Male,11-B,Mathematics,87.9,86.2,4.3
1236,Shahzaib Rana,Male,9-B,History,48.2,63.3,1.2
1229,Junaid Javed,Male,9-A,Science,55.7,83.5,2.5
1119,Kamran Yousaf,Female,12-A,Computer Science,57.2,70.7,4.0
1212,Iqra Rana,Male,10-A,Computer Science,85.0,87.0,4.4
1223,Ahmed Yousaf,Male,12-B,English,73.1,83.9,3.5
1075,Nida Chaudhry,Male,11-B,Computer Science,58.7,64.1,2.3
1275,Omar Khan,Male,12-B,History,55.9,66.8,
1195,Arham Ahmed,Female,10-A,Mathematics,52.5,84.6,2.4
1142,Eman Khan,Female,12-B,Computer Science,53.3,63.7,0.0
1033,Laiba Malik,Female,12-B,Mathematics,31.3,59.7,0.6
1253,Ali Qureshi,Female,10-A,Computer Science,66.8,77.0,2.4
1011,Iqra Butt,Female,9-A,Mathematics,65.6,81.1,1.6
1232,Hira Farooq,Female,12-A,Computer Science,78.6,74.8,2.8
1214,Rimsha Yousaf,Male,11-B,History,58.6,74.0,5.7
1135,Sana Hussain,Female,12-B,Mathematics,58.7,69.4,2.6
1007,Owais Baig,Male,12-B,English,68.0,66.0,3.1
1048,Sana Abbasi,Female,12-A,History,74.8,84.8,2.5
1148,Mahnoor Raza,Female,10-B,Science,52.1,76.4,2.1
1071,Zara Abbasi,Male,11-A,Computer Science,58.0,73.8,0.3
1033,Laiba Malik,Female,12-B,Computer Science,36.1,59.7,0.6
1098,Maria Farooq,Male,10-B,Science,67.7,90.6,3.3
1246,Zainab Chaudhry,Male,10-A,English,59.4,79.2,3.9
1201,Warda Mirza,Female,9-A,Mathematics,53.5,65.8,0.8
1172,Hira Yousaf,Female,10-B,Computer Science,96.7,88.5,5.4
1060,Nida Malik,Female,11-A,Mathematics,59.7,85.0,0.1
1205,Javeria Malik,Female,9-A,History,81.5,78.1,4.8
1095,Fatima Hussain,Female,9-B,Computer Science,36.7,51.7,0.0
1198,Faizan Malik,Male,9-B,Science,60.2,75.5,3.6
1095,Fatima Hussain,Female,9-B,English,24.7,51.7,0.0
1206,Laiba Khan,Female,10-A,English,86.0,83.5,2.9
1165,Asad Yousaf,Male,10-B,Mathematics,58.9,75.5,2.6
1248,Rabia Malik,Male,12-A,History,75.8,82.4,3.4
1185,Rabia Malik,Male,12-B,Mathematics,37.0,65.2,0.0
1020,Farah Siddiqui,Female,10-A,English,51.2,55.5,0.0
1216,Tariq Qureshi,Male,10-B,History,100.0,83.9,6.2
1116,Javeria Khan,Female,12-B,Science,63.7,80.5,2.0
1267,Eman Malik,Female,12-A,English,57.4,72.0,2.8
1145,Warda Sheikh,Male,10-B,Mathematics,68.2,80.1,4.7
1262,Rimsha Sheikh,Female,12-B,History,92.3,96.0,5.8
1111,Iqra Mirza,Female,11-B,Mathematics,67.0,72.0,2.6
1062,Fatima Hussain,Female,9-B,History,47.4,67.9,0.6
1168,Owais Rana,Female,12-B,Computer Science,42.6,53.0,0.0
1166,Noman Farooq,Male,10-B,History,66.4,71.8,1.7
1135,Sana Hussain,Female,12-B,English,60.2,69.4,2.6
1188,Maria Raza,Male,9-B,Science,44.2,68.8,1.2
1087,Bilal Rana,Male,9-B,History,23.9,57.8,0.6
1117,Arham Khan,Male,10-A,English,53.6,,0.1
1296,Tariq Siddiqui,Male,12-A,History,72.0,86.4,3.5
1215,Kinza Abbasi,Female,9-B,Science,65.0,78.7,3.3
1240,Bushra Iqbal,Male,11-A,History,34.6,69.6,0.3
1197,Bushra Khan,Female,12-B,Computer Science,59.3,68.5,3.8
1090,Bushra Butt,Male,12-B,History,63.7,72.3,1.9
1154,Arham Abbasi,Female,11-A,Science,75.6,96.1,4.2
1114,Laiba Qureshi,Male,12-A,English,53.0,59.7,1.3
1124,Sana Mirza,Male,9-A,Computer Science,51.8,64.7,0.0
1239,Kamran Hussain,Male,12-A,Computer Science,41.5,57.6,1.1
1099,Hassan Baig,Female,12-B,English,76.5,79.3,3.6
1078,Ali Awan,Female,9-A,Mathematics,75.8,75.9,3.2
1149,Imran Shah,Male,9-A,Science,42.4,68.7,1.6
1057,Kinza Qureshi,Female,10-B,Science,999.0,62.2,3.4
1150,Saad Khan,Male,9-B,Mathematics,68.8,78.2,4.3
1265,Mahnoor Chaudhry,Male,9-A,English,,84.4,3.5
1097,Mahnoor Baig,Female,11-B,History,67.5,80.2,2.8
1224,Danish Yousaf,Male,10-A,English,88.1,87.7,5.2
1057,Kinza Qureshi,Female,10-B,English,54.9,62.2,3.4
1088,Bilal Baig,Female,12-B,English,53.5,66.3,0.0
1082,Farah Rana,Female,9-A,Science,46.0,68.3,2.3
1157,Asad Butt,Female,11-B,Mathematics,73.1,98.8,6.8
1110,Hamza Abbasi,Female,11-A,History,34.3,51.1,0.0
1171,Junaid Javed,Female,9-A,English,90.8,97.4,4.5
1270,Mahnoor Abbasi,Female,11-A,English,60.9,61.5,1.8
1157,Asad Butt,Female,11-B,English,97.7,98.8,6.8
1164,Zainab Chaudhry,Female,11-B,English,81.5,91.9,4.5
1217,Arham Butt,Male,9-A,Science,52.4,69.2,3.3
1191,Eman Butt,Male,11-A,English,47.0,65.3,2.6
1135,Sana Hussain,Female,12-B,History,57.6,69.4,2.6
1289,Maria Javed,Male,11-A,Computer Science,68.4,86.5,3.7
1138,Kamran Sheikh,Male,9-B,Science,100.0,96.6,6.6
1254,Omar Shah,Female,12-B,History,64.5,64.3,3.9
1287,Zara Mirza,Female,11-A,Computer Science,51.2,70.0,2.6
1151,Hassan Khan,Male,9-A,English,31.4,63.0,1.5
1025,Eman Qureshi,Male,11-B,Science,57.2,67.9,1.9
1240,Bushra Iqbal,Male,11-A,Science,54.0,69.6,0.3
1140,Javeria Mirza,Female,12-B,Computer Science,59.0,68.6,3.4
1267,Eman Malik,Female,12-A,History,55.6,72.0,2.8
1170,Zainab Javed,Female,11-A,Science,29.2,63.7,0.6
1004,Tariq Raza,Male,11-A,Science,52.5,72.6,1.7
1300,Nida Iqbal,Female,9-A,Science,41.3,61.0,3.2
1156,Kinza Sheikh,Female,9-A,History,77.9,67.0,3.5
1200,Ayesha Abbasi,Female,12-B,English,50.1,64.1,1.9
1271,Usman Sheikh,Male,9-A,English,88.4,83.6,4.6
1208,Kamran Iqbal,Male,11-B,English,84.6,80.0,4.2
1187,Eman Rana,Female,12-A,Science,64.6,70.5,3.4
1059,Imran Yousaf,Male,12-A,History,,77.4,3.0
1181,Rabia Malik,Female,10-A,English,44.5,56.5,0.4
1008,Faizan Butt,Male,9-B,Computer Science,41.6,63.3,2.7
1022,Javeria Baig,Female,10-B,Science,41.9,67.7,2.3
1146,Rabia Rana,Male,9-A,Science,51.5,66.0,0.8
1005,Fatima Javed,Female,10-A,History,85.3,83.9,4.1
1143,Arham Ahmed,Female,10-B,Mathematics,63.5,80.1,2.4
1014,Arham Qureshi,Male,11-A,Computer Science,78.4,79.3,3.5
1204,Maria Hussain,Male,11-B,Mathematics,67.5,66.7,2.8
1086,Hassan Mirza,Male,9-A,Mathematics,43.5,77.0,2.1
